Order_ID,Order_Date,Vendor_ID,Product_ID,Quantity,Unit_Price,Amount
PO117347,2024-03-11,V1004,P2030,32,105.0,3359.93
PO113720,2024-03-12,V1000,P2018,9,895.51,8059.61
PO111796,2024-03-12,V1010,P2017,9,1450.13,13051.13
PO116201,2024-03-12,V1001,P2033,54,1274.79,68838.81
PO120881,2024-03-12,V1000,P2025,1,171.34,171.34
PO105664,2024-03-12,V1026,P2007,64,118.29,7570.68
PO100310,2024-03-12,V1001,P2033,23,1232.4,28345.2
PO116238,2024-03-12,V1009,P2012,11,67.63,743.95
PO108835,2024-03-12,V1012,P2011,60,68.1,4085.8
PO122787,2024-03-12,V1000,P2009,40,81.83,3273.3
PO108049,2024-03-12,V1002,P2011,18,64.49,1160.74
PO107090,2024-03-13,V1000,P2011,15,68.1,1021.47
PO120858,2024-03-13,V1023,P2008,37,33.72,1247.65
PO108166,2024-03-13,V1017,P2007,55,116.17,6389.45
PO119171,2024-03-13,V1010,P2011,39,69.66,2716.9
PO100408,2024-03-13,V1009,P2012,19,67.18,1276.33
PO110137,2024-03-13,V1000,P2020,12,20.97,251.67
PO118200,2024-03-13,V1000,P2033,41,1131.78,46403.15
PO119593,2024-03-13,V1004,P2034,17,969.48,16481.16
PO111797,2024-03-14,V1015,P2001,75,116.59,8744.36
PO103816,2024-03-14,V1002,P2011,97,67.17,6515.01
PO115395,2024-03-14,V1000,P2035,24,258.85,6212.29
PO118076,2024-03-14,V1000,P2011,16,65.69,1050.99
PO118810,2024-03-14,V1004,P2001,18,130.0,2339.92
PO114720,2024-03-14,V1024,P2023,30,53.68,1610.45
PO111590,2024-03-14,V1001,P2034,7,953.29,6673.02
PO105736,2024-03-14,V1000,P2001,63,114.76,7229.97
PO102528,2024-03-14,V1025,P2003,56,364.73,20424.68
PO121324,2024-03-15,V1006,P2025,21,178.4,3746.34
PO121891,2024-03-15,V1024,P2001,27,124.98,3374.46
PO118988,2024-03-15,V1010,P2034,11,929.06,10219.62
PO108932,2024-03-15,V1007,P2007,2,113.25,226.5
PO122991,2024-03-15,V1010,P2002,91,530.91,48312.67
PO104235,2024-03-15,V1008,P2011,8,68.9,551.21
PO122078,2024-03-15,V1002,P2012,80,73.03,5842.49
PO118775,2024-03-15,V1008,P2030,75,103.64,7772.88
PO110498,2024-03-15,V1000,P2022,32,13.71,438.78
PO103078,2024-03-15,V1005,P2026,11,534.85,5883.36
PO112547,2024-03-15,V1017,P2011,70,61.19,4283.07
PO122485,2024-03-15,V1001,P2011,21,68.39,1436.25
PO118289,2024-03-15,V1000,P2026,19,534.6,10157.41
PO105767,2024-03-15,V1001,P2009,30,85.2,2556.0
PO114756,2024-03-15,V1006,P2000,7,280.94,1966.6
PO110118,2024-03-15,V1001,P2012,50,71.94,3597.22
PO121932,2024-03-15,V1002,P2011,24,68.47,1643.16
PO105043,2024-03-16,V1002,P2034,46,959.34,44129.66
PO105684,2024-03-16,V1028,P2033,4,1214.17,4856.68
PO107482,2024-03-16,V1029,P2025,35,165.96,5808.71
PO110693,2024-03-16,V1016,P2021,43,33.98,1461.11
PO121514,2024-03-16,V1007,P2001,89,116.34,10354.46
PO117039,2024-03-16,V1020,P2031,28,936.76,26229.16
PO114437,2024-03-16,V1001,P2020,54,19.4,1047.45
PO114321,2024-03-16,V1000,P2011,13,59.7,776.15
PO102193,2024-03-17,V1001,P2003,5,396.4,1982.02
PO122151,2024-03-17,V1000,P2025,38,184.29,7002.92
PO116229,2024-03-17,V1026,P2011,29,67.3,1951.79
PO116459,2024-03-17,V1000,P2011,13,60.35,784.6
PO100157,2024-03-17,V1000,P2011,11,59.93,659.19
PO114535,2024-03-17,V1002,P2023,13,54.38,706.93
PO102690,2024-03-17,V1001,P2034,33,885.88,29234.06
PO113622,2024-03-18,V1000,P2033,41,1222.87,50137.65
PO116126,2024-03-18,V1017,P2034,27,886.38,23932.18
PO104028,2024-03-18,V1000,P2033,15,1162.83,17442.42
PO105828,2024-03-18,V1000,P2034,24,906.35,21752.37
PO107988,2024-03-18,V1008,P2025,18,172.14,3098.46
PO101291,2024-03-18,V1001,P2033,34,1197.04,40699.32
PO120022,2024-03-18,V1000,P2019,68,136.68,9294.37
PO104607,2024-03-18,V1000,P2035,8,273.32,2186.55
PO117715,2024-03-18,V1000,P2012,46,69.79,3210.17
PO103177,2024-03-18,V1010,P2031,54,916.38,49484.4
PO104277,2024-03-18,V1026,P2028,81,187.55,15191.57
PO120541,2024-03-18,V1015,P2011,67,63.2,4234.65
PO119430,2024-03-18,V1000,P2034,28,1001.35,28037.87
PO105427,2024-03-18,V1000,P2034,29,968.95,28099.68
PO115694,2024-03-19,V1007,P2033,24,1161.56,27877.44
PO100342,2024-03-19,V1002,P2034,53,886.77,46998.57
PO112856,2024-03-19,V1008,P2035,25,263.83,6595.7
PO116453,2024-03-19,V1013,P2020,44,21.42,942.27
PO100767,2024-03-19,V1002,P2028,51,193.35,9860.84
PO101100,2024-03-19,V1000,P2011,48,61.07,2931.49
PO101110,2024-03-20,V1020,P2009,16,84.18,1346.9
PO103270,2024-03-20,V1000,P2001,97,126.86,12305.34
PO109264,2024-03-20,V1009,P2011,10,63.0,629.97
PO102957,2024-03-20,V1018,P2007,40,111.65,4466.17
PO114003,2024-03-20,V1025,P2011,37,62.9,2327.3
PO104113,2024-03-20,V1000,P2001,20,125.58,2511.56
PO117030,2024-03-20,V1001,P2028,34,188.93,6423.62
PO102558,2024-03-20,V1016,P2019,11,146.32,1609.5
PO121269,2024-03-20,V1000,P2011,38,68.04,2585.45
PO118533,2024-03-20,V1000,P2034,17,975.78,16588.26
PO100089,2024-03-20,V1017,P2011,12,69.84,838.1
PO105698,2024-03-21,V1005,P2024,31,66.92,2074.52
PO100121,2024-03-21,V1020,P2007,7,107.04,749.29
PO112290,2024-03-21,V1012,P2034,26,950.74,24719.27
PO120081,2024-03-21,V1017,P2009,16,85.18,1362.84
PO101477,2024-03-21,V1000,P2033,35,1191.09,41688.08
PO100090,2024-03-22,V1000,P2009,39,85.29,3326.37
PO109191,2024-03-22,V1023,P2001,74,132.1,9775.22
PO116772,2024-03-22,V1026,P2034,60,892.07,53524.45
PO100042,2024-03-22,V1018,P2034,25,1005.54,25138.54
PO109179,2024-03-22,V1018,P2035,47,259.22,12183.47
PO116793,2024-03-22,V1005,P2011,22,64.19,1412.09
PO122827,2024-03-22,V1002,P2026,25,537.01,13425.15
PO107299,2024-03-22,V1006,P2015,14,1124.31,15740.36
PO121552,2024-03-22,V1010,P2019,56,134.52,7533.38
PO100512,2024-03-22,V1019,P2027,30,227.83,6834.85
PO100856,2024-03-22,V1019,P2034,35,893.53,31273.47
PO116683,2024-03-23,V1019,P2001,1,120.6,120.6
PO122874,2024-03-23,V1006,P2008,25,35.64,891.01
PO102094,2024-03-23,V1000,P2001,35,125.53,4393.64
PO104061,2024-03-23,V1008,P2003,6,355.79,2134.76
PO106604,2024-03-23,V1009,P2033,63,1175.96,74085.72
PO110657,2024-03-23,V1012,P2007,25,112.67,2816.8
PO117276,2024-03-23,V1019,P2002,20,535.78,10715.58
PO101102,2024-03-23,V1020,P2035,64,250.02,16001.16
PO120860,2024-03-23,V1005,P2023,55,55.18,3034.64
PO117556,2024-03-23,V1021,P2033,17,1137.53,19338.04
PO102206,2024-03-23,V1002,P2011,35,65.58,2295.26
PO109694,2024-03-23,V1000,P2008,38,32.15,1221.73
PO111693,2024-03-23,V1001,P2034,86,877.23,75441.93
PO113233,2024-03-23,V1010,P2003,31,387.23,12004.14
PO110287,2024-03-23,V1001,P2024,32,59.65,1908.95
PO116464,2024-03-23,V1001,P2001,15,125.21,1878.18
PO121200,2024-03-23,V1019,P2023,30,53.48,1604.43
PO106787,2024-03-23,V1002,P2033,38,1276.48,48506.28
PO107663,2024-03-23,V1010,P2009,15,75.26,1128.89
PO122687,2024-03-23,V1025,P2007,3,114.23,342.69
PO117089,2024-03-23,V1027,P2035,10,237.58,2375.76
PO112966,2024-03-24,V1020,P2007,37,113.03,4182.07
PO116232,2024-03-24,V1000,P2007,29,103.4,2998.63
PO111051,2024-03-24,V1014,P2026,47,521.39,24505.47
PO109464,2024-03-24,V1000,P2033,7,1224.59,8572.1
PO102025,2024-03-24,V1009,P2011,32,65.47,2095.15
PO113306,2024-03-24,V1022,P2007,32,106.24,3399.71
PO109907,2024-03-24,V1021,P2034,8,973.17,7785.36
PO102750,2024-03-24,V1001,P2001,20,114.37,2287.41
PO111806,2024-03-25,V1027,P2025,16,164.67,2634.77
PO113033,2024-03-25,V1026,P2033,29,1226.29,35562.32
PO102054,2024-03-25,V1002,P2001,17,130.37,2216.23
PO104885,2024-03-25,V1004,P2011,32,68.44,2190.02
PO112142,2024-03-25,V1008,P2035,78,248.97,19419.47
PO100274,2024-03-25,V1017,P2007,61,109.26,6664.83
PO116207,2024-03-25,V1000,P2034,13,1005.2,13067.57
PO119214,2024-03-25,V1004,P2024,27,61.9,1671.26
PO104727,2024-03-25,V1000,P2012,23,70.73,1626.78
PO121385,2024-03-26,V1012,P2001,28,132.1,3698.85
PO119013,2024-03-26,V1016,P2001,34,118.55,4030.76
PO110000,2024-03-26,V1001,P2013,13,304.7,3961.09
PO104941,2024-03-26,V1001,P2033,33,1250.81,41276.63
PO121969,2024-03-26,V1009,P2011,22,66.35,1459.59
PO108457,2024-03-26,V1016,P2034,36,934.52,33642.86
PO103815,2024-03-26,V1001,P2011,7,60.43,423.0
PO111633,2024-03-27,V1002,P2034,61,935.75,57080.91
PO106700,2024-03-27,V1020,P2008,35,37.37,1307.84
PO102677,2024-03-27,V1000,P2007,8,106.05,848.41
PO102278,2024-03-27,V1014,P2011,30,62.92,1887.73
PO119211,2024-03-27,V1002,P2035,24,273.84,6572.23
PO103390,2024-03-27,V1009,P2016,76,1479.95,112476.05
PO118300,2024-03-27,V1002,P2011,100,61.9,6189.82
PO122163,2024-03-27,V1001,P2033,31,1183.32,36682.98
PO104793,2024-03-27,V1001,P2034,20,977.56,19551.18
PO119677,2024-03-27,V1002,P2034,35,933.89,32685.99
PO114073,2024-03-28,V1014,P2004,49,152.2,7457.89
PO118228,2024-03-28,V1001,P2001,15,121.31,1819.69
PO102256,2024-03-28,V1002,P2033,44,1172.72,51599.69
PO100029,2024-03-28,V1000,P2033,26,1252.92,32575.88
PO101886,2024-03-28,V1026,P2025,23,183.46,4219.67
PO120994,2024-03-28,V1009,P2001,31,123.39,3825.2
PO117071,2024-03-28,V1014,P2033,43,1172.65,50424.04
PO118888,2024-03-28,V1002,P2033,66,1118.43,73816.07
PO103293,2024-03-28,V1018,P2001,38,132.56,5037.28
PO114209,2024-03-28,V1013,P2001,82,127.02,10415.38
PO109748,2024-03-28,V1010,P2002,34,557.87,18967.61
PO113241,2024-03-28,V1000,P2012,9,62.79,565.15
PO101810,2024-03-28,V1013,P2034,40,925.19,37007.53
PO122251,2024-03-28,V1028,P2006,16,73.25,1171.97
PO101226,2024-03-28,V1000,P2033,30,1124.78,33743.49
PO107899,2024-03-29,V1019,P2020,25,20.97,524.19
PO102327,2024-03-29,V1010,P2018,46,884.64,40693.61
PO116259,2024-03-29,V1006,P2034,72,945.42,68070.43
PO101714,2024-03-29,V1018,P2012,1,71.13,71.13
PO115192,2024-03-29,V1000,P2010,14,42.67,597.44
PO107940,2024-03-29,V1024,P2001,36,119.57,4304.68
PO115128,2024-03-29,V1000,P2001,46,115.41,5308.77
PO107005,2024-03-30,V1017,P2014,35,1448.72,50705.19
PO105754,2024-03-30,V1000,P2001,13,127.41,1656.35
PO122871,2024-03-30,V1024,P2011,24,63.48,1523.55
PO101711,2024-03-30,V1003,P2032,17,111.07,1888.22
PO112939,2024-03-30,V1024,P2033,24,1199.81,28795.49
PO112485,2024-03-30,V1001,P2012,22,65.56,1442.33
PO108910,2024-03-30,V1001,P2030,23,90.44,2080.09
PO106066,2024-03-30,V1014,P2034,8,863.89,6911.12
PO109481,2024-03-30,V1003,P2011,75,61.17,4587.91
PO100015,2024-03-30,V1017,P2012,45,63.64,2863.7
PO100231,2024-03-30,V1028,P2011,75,62.95,4721.46
PO106857,2024-03-31,V1002,P2009,36,85.04,3061.59
PO122714,2024-03-31,V1029,P2012,10,67.49,674.93
PO123128,2024-03-31,V1001,P2015,47,1221.3,57401.01
PO121027,2024-03-31,V1001,P2009,33,83.63,2759.91
PO104142,2024-03-31,V1028,P2001,22,130.12,2862.68
PO109089,2024-03-31,V1023,P2034,12,945.69,11348.26
PO108834,2024-03-31,V1000,P2009,34,80.12,2724.23
PO103038,2024-03-31,V1019,P2001,13,132.72,1725.33
PO119059,2024-03-31,V1021,P2034,83,865.04,71798.57
PO108102,2024-03-31,V1023,P2033,18,1100.6,19810.82
PO109667,2024-03-31,V1003,P2011,37,65.04,2406.6
PO116661,2024-04-01,V1002,P2033,21,1103.57,23175.06
PO112519,2024-04-01,V1012,P2009,10,84.21,842.14
PO117287,2024-04-01,V1000,P2011,8,68.92,551.39
PO120696,2024-04-01,V1000,P2011,85,69.03,5867.13
PO117325,2024-04-01,V1028,P2011,36,65.24,2348.81
PO119265,2024-04-01,V1000,P2009,15,78.65,1179.72
PO101153,2024-04-01,V1017,P2001,26,127.98,3327.41
PO106197,2024-04-01,V1002,P2008,27,33.05,892.22
PO115393,2024-04-01,V1010,P2011,22,65.12,1432.67
PO105487,2024-04-02,V1019,P2001,19,132.93,2525.63
PO112943,2024-04-02,V1011,P2033,22,1122.73,24700.0
PO105454,2024-04-02,V1008,P2009,30,82.51,2475.2
PO101356,2024-04-02,V1000,P2034,59,923.26,54472.16
PO105962,2024-04-02,V1000,P2007,60,101.43,6085.85
PO121303,2024-04-02,V1004,P2011,25,61.56,1538.98
PO114567,2024-04-02,V1011,P2030,45,100.25,4511.46
PO115019,2024-04-03,V1000,P2027,24,234.84,5636.23
PO107227,2024-04-03,V1012,P2017,70,1374.13,96188.97
PO117561,2024-04-03,V1010,P2004,62,139.46,8646.31
PO107368,2024-04-03,V1000,P2034,38,879.7,33428.42
PO116484,2024-04-03,V1000,P2011,47,63.79,2998.07
PO106562,2024-04-03,V1000,P2001,51,128.91,6574.36
PO111512,2024-04-03,V1011,P2025,44,179.21,7885.46
PO112614,2024-04-03,V1026,P2033,40,1217.29,48691.78
PO119995,2024-04-03,V1000,P2034,39,975.29,38036.24
PO114078,2024-04-03,V1014,P2012,45,69.18,3113.11
PO115973,2024-04-03,V1001,P2033,33,1172.4,38689.12
PO110112,2024-04-04,V1027,P2034,17,977.87,16623.75
PO121273,2024-04-04,V1025,P2034,67,973.21,65205.11
PO120210,2024-04-04,V1013,P2033,25,1254.37,31359.35
PO111117,2024-04-04,V1025,P2003,63,398.57,25109.8
PO108536,2024-04-04,V1002,P2033,59,1255.35,74065.88
PO122066,2024-04-05,V1002,P2011,38,59.78,2271.74
PO117688,2024-04-05,V1015,P2001,7,132.6,928.23
PO102739,2024-04-05,V1024,P2011,21,60.39,1268.11
PO108366,2024-04-05,V1014,P2008,10,34.95,349.48
PO105600,2024-04-05,V1001,P2025,49,180.72,8855.1
PO107456,2024-04-05,V1004,P2012,75,66.38,4978.47
PO120468,2024-04-05,V1027,P2009,83,87.65,7275.21
PO123144,2024-04-05,V1014,P2011,75,68.7,5152.74
PO100519,2024-04-05,V1001,P2020,28,21.98,615.46
PO101634,2024-04-05,V1021,P2011,23,60.05,1381.15
PO115054,2024-04-05,V1019,P2011,37,64.86,2399.86
PO102503,2024-04-05,V1000,P2011,14,60.99,853.87
PO101610,2024-04-06,V1024,P2003,45,403.68,18165.43
PO115182,2024-04-06,V1024,P2033,51,1098.12,56003.96
PO120867,2024-04-06,V1010,P2025,44,178.73,7864.02
PO107869,2024-04-06,V1021,P2028,19,165.79,3150.0
PO104155,2024-04-06,V1003,P2034,64,961.88,61560.33
PO115674,2024-04-06,V1000,P2001,46,114.58,5270.77
PO100707,2024-04-06,V1022,P2033,45,1097.98,49409.27
PO112969,2024-04-06,V1005,P2011,28,64.47,1805.22
PO116526,2024-04-06,V1002,P2033,70,1279.12,89538.75
PO105517,2024-04-06,V1010,P2030,30,92.0,2759.92
PO122103,2024-04-06,V1011,P2020,19,22.12,420.35
PO120938,2024-04-06,V1018,P2012,33,72.79,2401.99
PO116065,2024-04-06,V1001,P2030,20,99.04,1980.73
PO117488,2024-04-06,V1002,P2002,27,587.29,15856.85
PO117899,2024-04-06,V1005,P2011,46,61.98,2851.03
PO111717,2024-04-07,V1015,P2034,19,936.88,17800.76
PO117109,2024-04-07,V1028,P2028,27,173.71,4690.09
PO114971,2024-04-07,V1028,P2009,39,83.78,3267.29
PO101505,2024-04-07,V1023,P2033,40,1257.51,50300.38
PO103942,2024-04-07,V1021,P2001,8,117.23,937.81
PO110360,2024-04-07,V1018,P2013,13,301.36,3917.74
PO104341,2024-04-07,V1023,P2011,20,63.36,1267.14
PO115187,2024-04-07,V1014,P2004,5,137.94,689.71
PO109586,2024-04-07,V1001,P2001,75,122.66,9199.17
PO117517,2024-04-07,V1000,P2012,21,71.0,1491.04
PO122554,2024-04-07,V1004,P2002,24,521.96,12527.09
PO110934,2024-04-07,V1012,P2030,8,97.07,776.58
PO102955,2024-04-07,V1001,P2034,63,985.31,62074.76
PO107200,2024-04-07,V1000,P2034,13,922.49,11992.32
PO111038,2024-04-07,V1001,P2025,6,168.89,1013.33
PO117626,2024-04-07,V1019,P2011,11,63.57,699.23
PO119088,2024-04-08,V1007,P2033,6,1255.34,7532.06
PO121902,2024-04-08,V1016,P2033,54,1188.81,64195.94
PO100128,2024-04-08,V1002,P2011,34,66.14,2248.8
PO107959,2024-04-08,V1012,P2011,28,64.74,1812.66
PO101856,2024-04-08,V1002,P2009,45,78.77,3544.61
PO100283,2024-04-08,V1001,P2028,20,166.67,3333.49
PO111106,2024-04-08,V1029,P2034,25,977.7,24442.61
PO106891,2024-04-08,V1000,P2025,101,160.31,16191.44
PO120120,2024-04-08,V1009,P2016,27,1368.13,36939.55
PO107587,2024-04-08,V1012,P2011,37,61.06,2259.18
PO101884,2024-04-08,V1000,P2033,35,1272.43,44534.88
PO106119,2024-04-09,V1025,P2034,34,933.45,31737.16
PO114133,2024-04-09,V1012,P2028,26,175.56,4564.45
PO112476,2024-04-09,V1019,P2034,44,924.27,40667.99
PO118531,2024-04-09,V1002,P2011,36,62.77,2259.9
PO104803,2024-04-09,V1021,P2034,8,878.38,7027.06
PO121040,2024-04-09,V1023,P2007,50,109.97,5498.31
PO117458,2024-04-09,V1029,P2033,21,1094.45,22983.46
PO119140,2024-04-09,V1022,P2030,45,94.78,4265.1
PO102105,2024-04-09,V1000,P2034,21,984.25,20669.17
PO115705,2024-04-09,V1001,P2034,48,978.05,46946.34
PO118197,2024-04-09,V1000,P2007,31,117.81,3651.96
PO113575,2024-04-09,V1009,P2034,37,947.23,35047.54
PO118757,2024-04-09,V1004,P2034,32,980.65,31380.74
PO105130,2024-04-09,V1009,P2007,99,107.84,10676.15
PO107594,2024-04-09,V1017,P2028,13,190.93,2482.15
PO117009,2024-04-09,V1000,P2011,24,63.88,1533.11
PO108384,2024-04-09,V1002,P2011,76,61.37,4664.17
PO116880,2024-04-10,V1014,P2000,37,285.25,10554.3
PO101243,2024-04-10,V1016,P2001,46,129.2,5943.37
PO105653,2024-04-10,V1012,P2034,62,889.76,55164.89
PO116591,2024-04-10,V1003,P2025,22,178.7,3931.4
PO100289,2024-04-10,V1002,P2011,39,68.2,2659.85
PO115474,2024-04-10,V1000,P2011,56,59.69,3342.52
PO113800,2024-04-10,V1002,P2033,16,1188.82,19021.06
PO106831,2024-04-10,V1028,P2001,58,126.95,7362.88
PO115911,2024-04-10,V1013,P2033,47,1160.42,54539.79
PO108863,2024-04-10,V1002,P2016,49,1358.85,66583.67
PO109935,2024-04-11,V1011,P2001,22,122.5,2695.08
PO120672,2024-04-11,V1026,P2017,41,1247.41,51143.7
PO118489,2024-04-11,V1027,P2022,19,13.6,258.42
PO113572,2024-04-11,V1010,P2027,55,235.59,12957.57
PO114627,2024-04-11,V1012,P2034,29,967.31,28052.06
PO105447,2024-04-11,V1011,P2011,47,68.44,3216.81
PO115254,2024-04-11,V1001,P2034,11,984.69,10831.62
PO118904,2024-04-11,V1000,P2034,40,957.15,38286.09
PO104261,2024-04-11,V1013,P2007,16,105.4,1686.35
PO106164,2024-04-11,V1002,P2011,38,69.07,2624.83
PO115280,2024-04-11,V1015,P2012,4,64.05,256.21
PO118841,2024-04-11,V1001,P2001,138,123.8,17085.03
PO101752,2024-04-11,V1025,P2018,32,931.82,29818.12
PO122350,2024-04-11,V1019,P2028,91,186.88,17006.1
PO108906,2024-04-11,V1013,P2011,23,61.71,1419.35
PO102571,2024-04-11,V1015,P2025,26,184.72,4802.76
PO113281,2024-04-11,V1000,P2016,13,1322.16,17188.09
PO123047,2024-04-11,V1002,P2034,53,990.2,52480.57
PO122345,2024-04-11,V1000,P2034,28,954.62,26729.35
PO100800,2024-04-11,V1024,P2001,43,130.98,5632.02
PO112973,2024-04-12,V1000,P2011,33,69.92,2307.21
PO103523,2024-04-12,V1020,P2025,5,178.39,891.97
PO111665,2024-04-12,V1012,P2011,12,62.87,754.49
PO107630,2024-04-12,V1025,P2034,8,972.19,7777.51
PO108225,2024-04-12,V1025,P2034,48,913.83,43863.63
PO108070,2024-04-12,V1028,P2034,61,908.22,55401.31
PO119003,2024-04-12,V1000,P2033,42,1270.49,53360.48
PO108884,2024-04-12,V1000,P2003,28,363.81,10186.78
PO107371,2024-04-12,V1022,P2012,62,63.02,3907.14
PO102598,2024-04-12,V1001,P2033,24,1212.88,29109.09
PO117554,2024-04-12,V1004,P2001,63,115.18,7256.06
PO117868,2024-04-12,V1010,P2005,63,390.79,24619.46
PO121654,2024-04-12,V1022,P2034,28,909.56,25467.81
PO121934,2024-04-12,V1013,P2011,27,65.28,1762.51
PO119269,2024-04-12,V1002,P2025,34,169.9,5776.59
PO110738,2024-04-12,V1001,P2005,28,445.29,12468.16
PO118824,2024-04-13,V1007,P2031,15,1011.95,15179.29
PO104523,2024-04-13,V1001,P2002,83,569.63,47279.38
PO100166,2024-04-13,V1007,P2011,9,59.82,538.42
PO120537,2024-04-13,V1020,P2011,58,69.62,4037.77
PO106269,2024-04-13,V1018,P2007,21,103.26,2168.48
PO109482,2024-04-13,V1000,P2003,19,389.65,7403.43
PO109725,2024-04-13,V1016,P2003,23,352.12,8098.87
PO104320,2024-04-13,V1007,P2011,12,66.86,802.36
PO100102,2024-04-13,V1000,P2022,44,15.55,684.09
PO113570,2024-04-13,V1001,P2034,43,996.92,42867.68
PO116016,2024-04-13,V1016,P2028,65,170.1,11056.23
PO104760,2024-04-13,V1020,P2012,12,68.06,816.67
PO114315,2024-04-13,V1016,P2011,59,61.9,3651.91
PO120579,2024-04-13,V1000,P2011,5,64.67,323.33
PO116028,2024-04-13,V1011,P2014,23,1547.32,35588.29
PO114958,2024-04-13,V1017,P2019,23,144.12,3314.82
PO116143,2024-04-13,V1012,P2034,87,880.79,76628.35
PO105908,2024-04-13,V1025,P2020,21,20.89,438.72
PO109778,2024-04-14,V1008,P2001,29,127.02,3683.52
PO104556,2024-04-14,V1011,P2034,48,948.97,45550.56
PO114050,2024-04-14,V1024,P2027,4,215.08,860.33
PO104507,2024-04-14,V1002,P2008,31,32.0,992.01
PO116117,2024-04-14,V1017,P2011,39,60.05,2342.07
PO102326,2024-04-14,V1019,P2034,110,880.54,96859.46
PO117928,2024-04-14,V1012,P2007,33,117.2,3867.66
PO112357,2024-04-14,V1003,P2034,21,1002.36,21049.56
PO106970,2024-04-14,V1013,P2002,34,561.7,19097.7
PO100586,2024-04-14,V1002,P2011,73,60.79,4437.34
PO120434,2024-04-14,V1002,P2024,37,62.98,2330.22
PO115712,2024-04-14,V1028,P2001,46,122.87,5651.92
PO119410,2024-04-14,V1012,P2012,9,67.07,603.65
PO105617,2024-04-14,V1000,P2011,5,61.29,306.46
PO101777,2024-04-14,V1027,P2033,32,1238.14,39620.39
PO102644,2024-04-15,V1000,P2033,33,1192.27,39344.9
PO108277,2024-04-15,V1001,P2011,12,69.51,834.1
PO105501,2024-04-15,V1021,P2024,60,63.09,3785.62
PO111017,2024-04-15,V1008,P2034,52,861.49,44797.27
PO111991,2024-04-15,V1001,P2019,14,128.38,1797.37
PO116213,2024-04-15,V1000,P2035,38,251.87,9570.98
PO105450,2024-04-15,V1019,P2009,14,74.91,1048.73
PO110683,2024-04-15,V1010,P2030,64,95.49,6111.55
PO121306,2024-04-15,V1004,P2021,83,38.67,3209.91
PO110320,2024-04-15,V1000,P2030,59,102.32,6036.61
PO113886,2024-04-15,V1026,P2004,19,134.9,2563.14
PO119624,2024-04-15,V1020,P2035,88,265.06,23325.57
PO101444,2024-04-16,V1008,P2011,20,60.12,1202.4
PO118772,2024-04-16,V1002,P2019,31,135.96,4214.9
PO105502,2024-04-16,V1007,P2001,26,128.38,3337.78
PO107806,2024-04-16,V1020,P2011,36,67.48,2429.24
PO121580,2024-04-16,V1027,P2033,46,1158.64,53297.24
PO118421,2024-04-16,V1024,P2024,4,63.73,254.93
PO109422,2024-04-16,V1009,P2033,26,1198.72,31166.74
PO116262,2024-04-16,V1000,P2030,20,102.82,2056.37
PO110442,2024-04-16,V1005,P2001,17,128.01,2176.13
PO111504,2024-04-16,V1000,P2001,6,118.79,712.72
PO116413,2024-04-17,V1018,P2034,20,971.31,19426.16
PO102507,2024-04-17,V1021,P2023,11,54.49,599.41
PO106400,2024-04-17,V1000,P2034,17,989.57,16822.66
PO107848,2024-04-17,V1002,P2033,76,1240.68,94291.72
PO116704,2024-04-17,V1015,P2011,9,64.81,583.3
PO120735,2024-04-17,V1013,P2033,65,1234.87,80266.3
PO107012,2024-04-17,V1009,P2025,62,183.19,11357.63
PO106246,2024-04-17,V1015,P2023,18,56.99,1025.83
PO105851,2024-04-17,V1000,P2027,77,228.78,17616.09
PO122397,2024-04-17,V1001,P2011,30,67.93,2038.03
PO121157,2024-04-17,V1001,P2024,54,68.23,3684.16
PO118298,2024-04-17,V1026,P2012,40,71.37,2854.62
PO121061,2024-04-17,V1002,P2034,18,993.23,17878.12
PO115703,2024-04-17,V1021,P2025,31,180.29,5589.04
PO110325,2024-04-17,V1010,P2016,73,1306.35,95363.82
PO121400,2024-04-18,V1007,P2026,50,526.89,26344.55
PO103387,2024-04-18,V1013,P2012,19,68.23,1296.33
PO103224,2024-04-18,V1014,P2011,13,60.49,786.37
PO116700,2024-04-18,V1007,P2011,21,61.44,1290.25
PO108909,2024-04-18,V1005,P2023,41,52.87,2167.75
PO116568,2024-04-18,V1011,P2001,55,130.36,7169.89
PO109246,2024-04-18,V1001,P2035,12,237.53,2850.36
PO104637,2024-04-18,V1000,P2007,18,116.0,2087.94
PO121515,2024-04-18,V1000,P2012,67,64.43,4316.55
PO105312,2024-04-18,V1000,P2034,23,977.68,22486.58
PO112073,2024-04-18,V1009,P2001,34,118.96,4044.66
PO105928,2024-04-18,V1024,P2001,49,121.48,5952.62
PO104194,2024-04-18,V1020,P2034,98,951.51,93247.91
PO122237,2024-04-18,V1015,P2027,48,226.34,10864.08
PO110534,2024-04-18,V1029,P2035,43,242.9,10444.69
PO104198,2024-04-18,V1000,P2000,60,259.69,15581.16
PO104921,2024-04-18,V1001,P2011,24,67.68,1624.23
PO105074,2024-04-18,V1001,P2012,81,67.21,5444.04
PO108480,2024-04-18,V1001,P2007,7,114.79,803.54
PO114596,2024-04-18,V1000,P2001,21,120.99,2540.78
PO123045,2024-04-18,V1012,P2034,14,943.69,13211.66
PO102992,2024-04-18,V1021,P2025,6,181.44,1088.61
PO112450,2024-04-18,V1019,P2009,62,79.44,4925.57
PO100389,2024-04-19,V1014,P2006,79,81.54,6441.71
PO119686,2024-04-19,V1000,P2011,28,65.98,1847.46
